,cell_id,age_category,mean_hw,std_hw,count
0,2025.06.18_000/slice_003/cell_001,Preweaning,0.317532440567289,0.0,1
1,2025.06.18_000/slice_003/cell_001,Preweaning,0.3861575922770987,0.0,1
2,2025.06.18_000/slice_003/cell_001,Preweaning,0.46934074855659913,0.0,1
3,2025.06.18_000/slice_003/cell_001,Preweaning,0.36993958245476416,0.0,1
4,2025.06.18_000/slice_003/cell_001,Preweaning,0.39495865817150005,0.0,1
5,2025.06.18_000/slice_003/cell_001,Preweaning,0.3033024739286782,0.0,1
6,2025.06.18_000/slice_003/cell_001,Preweaning,0.46461984118519334,0.0,1
7,2025.06.18_000/slice_003/cell_001,Preweaning,0.25330547297439593,0.0,1
8,2025.06.18_000/slice_003/cell_001,Preweaning,0.3555033338352182,0.0,1
9,2025.06.18_000/slice_003/cell_001,Preweaning,0.37879974614442086,0.0,1
10,2025.06.18_000/slice_003/cell_001,Preweaning,0.3719331373502621,0.0,1
11,2025.06.18_000/slice_003/cell_001,Preweaning,0.3332800493567909,0.0,1
12,2025.06.18_000/slice_003/cell_001,Preweaning,0.4257963555288123,0.0,1
13,2025.06.18_000/slice_003/cell_001,Preweaning,0.34288091220761424,0.0,1
14,2025.06.18_000/slice_003/cell_001,Preweaning,0.3691894656923391,0.0,1
15,2025.06.18_000/slice_003/cell_001,Preweaning,0.42686224570039616,0.0,1
16,2025.06.18_000/slice_003/cell_001,Preweaning,0.309022446241224,0.0,1
17,2025.06.18_000/slice_003/cell_001,Preweaning,0.2819731891009599,0.0,1
18,2025.06.18_000/slice_003/cell_001,Preweaning,0.26148340782862434,0.0,1
19,2025.06.18_000/slice_003/cell_001,Preweaning,0.31003170673176017,0.0,1
20,2025.06.18_000/slice_003/cell_001,Preweaning,0.29687392934007584,0.0,1
21,2025.06.18_000/slice_003/cell_001,Preweaning,0.22069259693283289,0.0,1
22,2025.06.18_000/slice_003/cell_001,Preweaning,0.2883220299744841,0.0,1
23,2025.06.18_000/slice_003/cell_001,Pubescent,0.29977319144298925,0.0,1
24,2025.06.18_000/slice_003/cell_001,Pubescent,0.36402169249469396,0.0,1
25,2025.06.18_000/slice_003/cell_001,Pubescent,0.2718170719445171,0.0,1
26,2025.06.18_000/slice_003/cell_001,Pubescent,0.28806955497444436,0.0,1
27,2025.06.18_000/slice_003/cell_001,Pubescent,0.39356200488945203,0.0,1
28,2025.06.18_000/slice_003/cell_001,Pubescent,0.450377128855876,0.0,1
29,2025.06.18_000/slice_003/cell_001,Pubescent,0.4422811994773758,0.0,1
30,2025.06.18_000/slice_003/cell_001,Pubescent,0.31835354626948836,0.0,1
31,2025.06.18_000/slice_003/cell_001,Pubescent,0.3543693703521152,0.0,1
32,2025.06.18_000/slice_003/cell_001,Pubescent,0.3255085996988773,0.0,1
33,2025.06.18_000/slice_003/cell_001,Pubescent,0.3405809997587722,0.0,1
34,2025.06.18_000/slice_003/cell_001,Pubescent,0.372687923977339,0.0,1
35,2025.06.18_000/slice_003/cell_001,Pubescent,0.40733620188013087,0.0,1
36,2025.06.18_000/slice_003/cell_001,Pubescent,0.34631927748162444,0.0,1
37,2025.06.18_000/slice_003/cell_001,Pubescent,0.3488354105545974,0.0,1
38,2025.06.18_000/slice_003/cell_001,Pubescent,0.3241400392233271,0.0,1
39,2025.06.18_000/slice_003/cell_001,Pubescent,0.3165046601036287,0.0,1
40,2025.06.18_000/slice_003/cell_001,Pubescent,0.3014749106256685,0.0,1
41,2025.06.18_000/slice_003/cell_001,Pubescent,0.2776087990324999,0.0,1
42,2025.06.18_000/slice_003/cell_001,Pubescent,0.286083361582204,0.0,1
43,2025.06.18_000/slice_003/cell_001,Pubescent,0.29188212358638815,0.0,1
44,2025.06.18_000/slice_003/cell_001,Pubescent,0.32723035081445273,0.0,1
45,2025.06.18_000/slice_003/cell_001,Pubescent,0.3287887596446169,0.0,1
46,2025.06.18_000/slice_003/cell_001,Pubescent,0.2932797352917283,0.0,1
47,2025.06.18_000/slice_003/cell_001,Pubescent,0.3021090421804604,0.0,1
48,2025.06.18_000/slice_003/cell_001,Pubescent,0.26618335966292045,0.0,1
49,2025.06.18_000/slice_003/cell_001,Pubescent,0.3458506795794388,0.0,1
50,2025.06.18_000/slice_003/cell_001,Pubescent,0.3088281032714724,0.0,1
51,2025.06.18_000/slice_003/cell_001,Pubescent,0.3835718213216065,0.0,1
52,2025.06.18_000/slice_003/cell_001,Pubescent,0.4430106607900048,0.0,1
53,2025.06.18_000/slice_003/cell_001,Pubescent,0.3565045946736299,0.0,1
54,2025.06.18_000/slice_003/cell_001,Pubescent,0.30674438001015314,0.0,1
55,2025.06.18_000/slice_003/cell_001,Pubescent,0.27443985143362964,0.0,1
56,2025.06.18_000/slice_003/cell_001,Pubescent,0.38364172257006857,0.0,1
57,2025.06.18_000/slice_003/cell_001,Pubescent,0.3642085155977332,0.0,1
58,2025.06.18_000/slice_003/cell_001,Pubescent,0.397751858842719,0.0,1
59,2025.06.18_000/slice_003/cell_001,Pubescent,0.28220994985940734,0.0,1
60,2025.06.18_000/slice_003/cell_001,Pubescent,0.3350991318735068,0.0,1
61,2025.06.18_000/slice_003/cell_001,Pubescent,0.2689531618694653,0.0,1
62,2025.06.18_000/slice_003/cell_001,Pubescent,0.3070527041266201,0.0,1
63,2025.06.18_000/slice_003/cell_001,Pubescent,0.30907952116724224,0.0,1
64,2025.06.18_000/slice_003/cell_001,Pubescent,0.31757543679792305,0.0,1
65,2025.06.18_000/slice_003/cell_001,Pubescent,0.3161114471317475,0.0,1
66,2025.06.18_000/slice_003/cell_001,Pubescent,0.29548807670621036,0.0,1
67,2025.06.18_000/slice_003/cell_001,Pubescent,0.33238612950426244,0.0,1
68,2025.06.18_000/slice_003/cell_001,Pubescent,0.37124341634994945,0.0,1
69,2025.06.18_000/slice_003/cell_001,Pubescent,0.23821302160141872,0.0,1
70,2025.06.18_000/slice_003/cell_001,Pubescent,0.22606309896284416,0.0,1
71,2025.06.18_000/slice_003/cell_001,Pubescent,0.2403420538671734,0.0,1
72,2025.06.18_000/slice_003/cell_001,Pubescent,0.21429786709051074,0.0,1
73,2025.06.18_000/slice_003/cell_001,Young Adult,0.40958057521487196,0.0,1
74,2025.06.18_000/slice_003/cell_001,Young Adult,0.4021427062570593,0.0,1
75,2025.06.18_000/slice_003/cell_001,Young Adult,0.3883878518525264,0.0,1
76,2025.06.18_000/slice_003/cell_001,Young Adult,0.3676565127777732,0.0,1
77,2025.06.18_000/slice_003/cell_001,Young Adult,0.3783532259436304,0.0,1
78,2025.06.18_000/slice_003/cell_001,Young Adult,0.4117041182059888,0.0,1
79,2025.06.18_000/slice_003/cell_001,Young Adult,0.2711861155781286,0.0,1
80,2025.06.18_000/slice_003/cell_001,Young Adult,0.14836467323637542,0.0,1
81,2025.06.18_000/slice_003/cell_001,Young Adult,0.2658591471559821,0.0,1
82,2025.06.18_000/slice_003/cell_001,Young Adult,0.30071974086773223,0.0,1
83,2025.06.18_000/slice_003/cell_001,Young Adult,0.24977192669925027,0.0,1
84,2025.06.18_000/slice_003/cell_001,Young Adult,0.27679604229398486,0.0,1
85,2025.06.18_000/slice_003/cell_001,Young Adult,0.3434148342620592,0.0,1
86,2025.06.18_000/slice_003/cell_001,Young Adult,0.30659844092349986,0.0,1
87,2025.06.18_000/slice_003/cell_001,Young Adult,0.4231292131031395,0.0,1
88,2025.06.18_000/slice_003/cell_001,Young Adult,0.2292912761672694,0.0,1
89,2025.06.18_000/slice_003/cell_001,Young Adult,0.3149756197595977,0.0,1
90,2025.06.18_000/slice_003/cell_001,Young Adult,0.3526008432275212,0.0,1
91,2025.06.18_000/slice_003/cell_001,Young Adult,0.3281246430437368,0.0,1
92,2025.06.18_000/slice_003/cell_001,Young Adult,0.28291338583686304,0.0,1
93,2025.06.18_000/slice_003/cell_001,Young Adult,0.20862823854411738,0.0,1
94,2025.06.18_000/slice_003/cell_001,Young Adult,0.3354391314803562,0.0,1
95,2025.06.18_000/slice_003/cell_001,Young Adult,0.33237762664095744,0.0,1
96,2025.06.18_000/slice_003/cell_001,Young Adult,0.3255559552915754,0.0,1
97,2025.06.18_000/slice_003/cell_001,Young Adult,0.19275562981396765,0.0,1
98,2025.06.18_000/slice_003/cell_001,Young Adult,0.32340861600307325,0.0,1
99,2025.06.18_000/slice_003/cell_001,Young Adult,0.25789727285839864,0.0,1
100,2025.06.18_000/slice_003/cell_001,Young Adult,0.2834823439325507,0.0,1
101,2025.06.18_000/slice_003/cell_001,Young Adult,0.3343690463817738,0.0,1
102,2025.06.18_000/slice_003/cell_001,Young Adult,0.300692075140668,0.0,1
103,2025.06.18_000/slice_003/cell_001,Mature Adult,0.408994561948636,0.0,1
104,2025.06.18_000/slice_003/cell_001,Mature Adult,0.44278373224262746,0.0,1
105,2025.06.18_000/slice_003/cell_001,Mature Adult,0.3572993651000107,0.0,1
106,2025.06.18_000/slice_003/cell_001,Mature Adult,0.2775562244073157,0.0,1
107,2025.06.18_000/slice_003/cell_001,Mature Adult,0.3961572785328303,0.0,1
108,2025.06.18_000/slice_003/cell_001,Mature Adult,0.268594210141866,0.0,1
109,2025.06.18_000/slice_003/cell_001,Mature Adult,0.2583134719500315,0.0,1
110,2025.06.18_000/slice_003/cell_001,Mature Adult,0.3209401251698771,0.0,1
111,2025.06.18_000/slice_003/cell_001,Mature Adult,0.41650975535975876,0.0,1
112,2025.06.18_000/slice_003/cell_001,Mature Adult,0.26106657367768865,0.0,1
113,2025.06.18_000/slice_003/cell_001,Mature Adult,0.29612440194226175,0.0,1
114,2025.06.18_000/slice_003/cell_001,Mature Adult,0.35724215046315144,0.0,1
115,2025.06.18_000/slice_003/cell_001,Mature Adult,0.21340968623995496,0.0,1
116,2025.06.18_000/slice_003/cell_001,Mature Adult,0.29764061158571503,0.0,1
117,2025.06.18_000/slice_003/cell_001,Mature Adult,0.30779387903702116,0.0,1
118,2025.06.18_000/slice_003/cell_001,Mature Adult,0.2811315093357713,0.0,1
119,2025.06.18_000/slice_003/cell_001,Mature Adult,0.29423617694810056,0.0,1
120,2025.06.18_000/slice_003/cell_001,Mature Adult,0.23689440062000414,0.0,1
121,2025.06.18_000/slice_003/cell_001,Mature Adult,0.24553823217233217,0.0,1
122,2025.06.18_000/slice_003/cell_001,Mature Adult,0.24086049170997556,0.0,1
123,2025.06.18_000/slice_003/cell_001,Mature Adult,0.30258561254562216,0.0,1
124,2025.06.18_000/slice_003/cell_001,Mature Adult,0.26792064907526747,0.0,1
125,2025.06.18_000/slice_003/cell_001,Mature Adult,0.20722428204524915,0.0,1
126,2025.06.18_000/slice_003/cell_001,Mature Adult,0.20883081850478888,0.0,1
127,2025.06.18_000/slice_003/cell_001,Mature Adult,0.3313514909270458,0.0,1
128,2025.06.18_000/slice_003/cell_001,Mature Adult,0.27572656968143905,0.0,1
129,2025.06.18_000/slice_003/cell_001,Mature Adult,0.2678489956275491,0.0,1
130,2025.06.18_000/slice_003/cell_001,Mature Adult,0.2534451624685085,0.0,1
131,2025.06.18_000/slice_003/cell_001,Mature Adult,0.32212960033436927,0.0,1
132,2025.06.18_000/slice_003/cell_001,Mature Adult,0.28408116644845915,0.0,1
133,2025.06.18_000/slice_003/cell_001,Mature Adult,0.3419455990739057,0.0,1
134,2025.06.18_000/slice_003/cell_001,Mature Adult,0.28707574217071735,0.0,1
135,2025.06.18_000/slice_003/cell_001,Mature Adult,0.36060142301624554,0.0,1
136,2025.06.18_000/slice_003/cell_001,Mature Adult,0.2629528392897561,0.0,1
137,2025.06.18_000/slice_003/cell_001,Mature Adult,0.3149303741131169,0.0,1
138,2025.06.18_000/slice_003/cell_001,Mature Adult,0.30813317810442126,0.0,1
139,2025.06.18_000/slice_003/cell_001,Mature Adult,0.3519214331102452,0.0,1
140,2025.06.18_000/slice_003/cell_001,Mature Adult,0.23277880212573843,0.0,1
141,2025.06.18_000/slice_003/cell_001,Mature Adult,0.4311384295504725,0.0,1
142,2025.06.18_000/slice_003/cell_001,Mature Adult,0.3960610684239065,0.0,1
143,2025.06.18_000/slice_003/cell_001,Mature Adult,0.23041688438337674,0.0,1
144,2025.06.18_000/slice_003/cell_001,Mature Adult,0.25286925561329165,0.0,1
145,2025.06.18_000/slice_003/cell_001,Mature Adult,0.2723488638376237,0.0,1
146,2025.06.18_000/slice_003/cell_001,Mature Adult,0.2596994151821594,0.0,1
147,2025.06.18_000/slice_003/cell_001,Old Adult,0.37177756866671907,0.0,1
148,2025.06.18_000/slice_003/cell_001,Old Adult,0.2971322939607399,0.0,1
149,2025.06.18_000/slice_003/cell_001,Old Adult,0.18434530867912832,0.0,1
150,2025.06.18_000/slice_003/cell_001,Old Adult,0.18904876005222146,0.0,1
151,2025.06.18_000/slice_003/cell_001,Old Adult,0.19780927561594552,0.0,1
152,2025.06.18_000/slice_003/cell_001,Old Adult,0.21567742601626474,0.0,1
153,2025.06.18_000/slice_003/cell_001,Old Adult,0.2813778597495076,0.0,1
154,2025.06.18_000/slice_003/cell_001,Old Adult,0.34217194370297493,0.0,1
155,2025.06.18_000/slice_003/cell_001,Old Adult,0.2955547434643699,0.0,1
156,2025.06.18_000/slice_003/cell_001,Old Adult,0.28784243765274903,0.0,1
157,2025.06.18_000/slice_003/cell_001,Old Adult,0.3742562390277239,0.0,1
158,2025.06.18_000/slice_003/cell_001,Old Adult,0.2756779393157404,0.0,1
159,2025.06.18_000/slice_003/cell_001,Old Adult,0.33536145045624255,0.0,1
160,2025.06.18_000/slice_003/cell_001,Old Adult,0.21148032484941412,0.0,1
161,2025.06.18_000/slice_003/cell_001,Old Adult,0.2766277146272086,0.0,1
162,2025.06.18_000/slice_003/cell_001,Old Adult,0.2809099219647003,0.0,1
163,2025.06.18_000/slice_003/cell_001,Old Adult,0.24450692173187455,0.0,1
164,2025.06.18_000/slice_003/cell_001,Old Adult,0.2922329929334003,0.0,1
165,2025.06.18_000/slice_003/cell_001,Old Adult,0.29167135749641787,0.0,1
166,2025.06.18_000/slice_003/cell_001,Old Adult,0.29173368956368095,0.0,1
167,2025.06.18_000/slice_003/cell_001,Old Adult,0.25987571964555867,0.0,1
168,2025.06.18_000/slice_003/cell_001,Old Adult,0.27050188071589076,0.0,1
169,2025.06.18_000/slice_003/cell_001,Old Adult,0.3003487711133214,0.0,1
170,2025.06.18_000/slice_003/cell_001,Old Adult,0.30535342424508716,0.0,1
171,2025.06.18_000/slice_003/cell_001,Old Adult,0.26655121836827095,0.0,1
172,2025.06.18_000/slice_003/cell_001,Old Adult,0.22379487717412763,0.0,1
173,2025.06.18_000/slice_003/cell_001,Old Adult,0.2516195885701116,0.0,1
174,2025.06.18_000/slice_003/cell_001,Old Adult,0.23615728612178596,0.0,1
175,2025.06.18_000/slice_003/cell_001,Old Adult,0.24819001094459045,0.0,1
